4.260861678	0,2
6.072018140	1,3
6.347460317	4
6.757006802	1,3
7.116916099	1,3
7.407165532	4
7.801904761	1,3
8.173424036	2
8.452063492	4
10.254512471	1,3
10.524444444	4
10.916281179	1,3
11.293605442	1,3
11.572244897	4
11.964081632	1,3
12.353015873	2
12.631655328	0,4
13.020589569	0
13.560453514	0
13.693968253	1
14.085804988	1
14.587936000	1
14.708163265	2
15.097959183	2
15.488775510	2
15.998548752	2
16.503582766	0
16.793832199	1
17.200181405	1
17.722630385	2
17.856145124	2
18.117369614	2
18.245079365	2
18.587573696	2
18.872018140	3
19.278367346	3
19.678911564	3
20.491088435	4
20.964013605	3
21.339138321	3
21.722267573	1
21.989297052	2
22.372426303	2
22.697505668	1
23.040000000	2
23.428934240	2
23.701768707	1
23.819546485	1
24.067482993	2
24.428208616	3
25.123990929	3
25.475600907	1
25.797369614	1
25.878639455	2
26.155600907	1
26.528798185	0
26.929342403	1
27.207981859	0
27.585306122	0
27.962630385	0
28.177414965	2,4
28.502494331	2
28.647619047	2
28.943673469	0
29.326802721	0,3
29.707437641	0,2
30.323582766	0,3
30.756145124	0,2
31.331451247	1
31.521088435	1
31.596553287	2
31.764897959	1
32.020317460	1
32.159637188	1
32.444081632	3
32.583401360	3
33.158095238	2
33.396099773	4
33.860498866	4
34.232018140	2
34.499455782	3
34.883832199	2
35.265306122	2
35.514920634	2
35.799365079	1
35.967709750	1
36.195691609	0
36.316213151	0
36.577233560	0,1
36.844263038	2,3
37.239002267	0
37.436371882	3
37.645351473	2,4
38.376780045	1,2
38.678639455	0,1
39.212698412	3,4
39.468117913	0
39.729342403	1
40.182131519	2
40.435782312	1
40.536235827	1
40.780045351	0
41.215419501	2
41.505668934	3
41.830748299	2,4
42.347392290	0
42.550566893	1,2
42.851791383	0,1
43.380680272	3,4
43.641904761	0
43.885714285	1
44.297868480	2
44.541678004	2
44.669387755	1
44.942222222	1
45.296326530	2
45.720090702	3
46.016145124	2,4
46.747573696	1,2
47.014603174	0,1
47.554467120	3,4
48.065306122	3
48.222040816	3
48.460045351	3
48.732176870	2
48.843174603	2
49.145034013	3
49.516553287	3
49.888072562	3
50.184126984	2,4
50.700770975	0
50.909750566	1,2
51.203287981	0,1
51.745668934	3,4
52.001088435	2
52.273922902	3
52.662857142	3
53.028571428	3
53.266575963	1
53.556825396	2
53.701950113	2
53.847074829	2
54.352108843	0
54.775873015	1
54.926802721	1
55.153197278	1
55.257687074	2
55.414421768	3
55.658231292	3
55.913650793	2,4
56.453514739	0
56.883083900	1
57.016598639	1
57.267414965	1
